overview,tags1,tags2,tags3,tags4
"John ve Ted, Boston’da yaşamaktadır. John artık bekâr olsa da Ted, Tami–Lynn ile düzenli bir hayat kurmuştur. Evlilik sorunları yeni evlileri etkilemeye başlarken Ted ve Tami-Lynn, bir bebek yapmaya karar verirler. Massachusetts Eyaleti, Ted’in bir insan değil de bir mal oluğunu, bundan dolayı da evlat edinmeye uygun olmadığını beyan ettiğinde umutları yıkılır. Öfkeli ve kederli olan Ted, en iyi arkadaşından rica eder, hükümete dava açmasını ister",Komedi, Bilim-Kurgu,,
"Kızlara nasıl yaklaşacaklarını bilmeyen 4 delikanlı, bu konularda daha tecrübeli dört genç kız ve pasta alır. Yılın en komik filmlerinden biri olmaya aday olan film aynı zamanda pastayı seks aracı olarak da kullanan ilk film", Romantik, Komedi,,
"Şehrin polis teşkilatında ek iş yapan bir üniversite profesörü olan Gary, görev için sahte bir tetikçi kılığına girdiğinde hayatı değişir. Kiralık Katil hizmetinden yararlanmak isteyen Madison ile tanıştığında aralarındaki çekim ikisini de tehlikeli ve şüpheli durumlara sürükler",Komedi, Romantik, Suç,
"Detroitli polis Axel Foley, Beverly Hills'teki unutulmaz ilk vakasından kırk yıl sonra, en iyi yaptığı işe yani suçları çözmeye ve kargaşa çıkarmaya geri döner",Aksiyon, Komedi, Suç,
"Rick Dalton, bir televizyon filmi aktörüdür. Dalton'ın başarılı bir western dizisi bulunmaktadır. Ancak Rick, kendini televizyondan uzaklaştırıp film sektörüne adım atmak istemektedir. Onun dublörü olan Cliff Booth ise bu konuda ona katılmaktadır. Ancak ikilinin yaşlarının ilerlemesiyle birlikte Hollywood'taki şansları da azalmaktadır. Hollywood'un yeni gözdelerinden olan Sharon Tate ise Rick'in komşusudur. Ancak Hollywood'un ışıltılarla dolu ve pervasız akışı, Tate'in ve dört arkadaşının Charles Manson tarikatı tarafından katledilmesiyle kesilecektir",Komedi, Dram, Gerilim,
"Yakın gelecekte, bir 'Büyük Piyango' düzenlenir. Bit yeniği şudur: Kazananın milyarlarca dolarlık ikramiyesini almak için onu gün batmadan öldürmek gerekmektedir. Katie Kim yanlışlıkla kazanan bilete sahip olur ve amatör piyango koruma görevlisi Noel Cassidy'yle güçlerini birleştirir. Noel ikramiyeden pay alma karşılığında onu gün batana dek hayatta tutmak zorundadır",Komedi, Aksiyon,,
"Templaton kardeşler; Tim ve Patron Bebek, küçük kardeşi Ted yetişkin olmuş ve birbirlerinden ayrı düşmüşlerdir. Tim, artık evli, çalışmayan bir babadır. Ted, yüksek riskli yatırım fonu CEO’sudur. Ama modern ve hevesli bir yaklaşıma sahip olan yeni bir patron bebek onları bir araya getirmek ve yeni bir aile şirketine ilham olmak üzeredir",Animasyon, Komedi, Macera, Aile
"2015'de vizyona giren Babalar Savaşıyor'un devam filminde, baba ve üvey baba Dusty ile Brad; güçlerini, çocuklarına muhteşem bir noel yaşatmak için birleştirirler. Dusty'nin eski kafalı maço babası ve Brad'in çok sevecen ve duygusal babası Noel'i kaosa sürüklemek ve bu ikisinin iş birliğini test etmek için tam zamanında gelecektir", Komedi,,,
"Plajlarını kurtarmak isteyen seçkin cankurtaran Mitch Buchannon ve eski bir Olimpiyat şampiyonu, körfezin geleceğini tehdit eden bir komployu araştırır", Komedi, Aksiyon, Suç,
"Dedektif ve Müfettiş Lee, Hong Kong polisine bağlı uzak doğu dövüşleri konusunda rakip tanımayan son derece başarılı bir polis memurudur. Hayatta en çok değer verdiği varlık ABD'ye Çin Konsolosu olarak atanan çok saygı duyduğu bir bürokratın 11 yaşındaki kızı Soo Yung'dur. Soo Yung içinde Lee, en iyi dostu ve koruyucu meleğidir. Fakat, Çin Konsolosu, ABD'ye gidip yeni görevine başladıktan kısa bir süre sonra, Soo Yung kimliği belirsiz kişiler tarafından kaçırılır. Bunun üzerine Lee, Amerika'ya gönderilerek Soo Yung'u bu kişilerin elinden kurtarmakla görevlendirilir. Lee, Amerika'da hiç ummadığı bir durum ile karşılaşır. FBI, LAPD dedektiflerinden biri olan James Carter'ı (C. Tucker) da bu iş için görevlendirmiştir. Carter, sorumsuzluğu, vurdumduymazlığı ile çalıştığı kişiler için bir kabustur. Fakat FBI'ın amacı bir yabancı olan Carter'ı kendi işlerine karıştırmamaktır",Aksiyon, Komedi, Suç,
"8 yaşındaki John bir Noel gecesi oyuncak ayısının canlanmasını, kendisiyle konuşmasını diler ve ertesi sabah en iyi arkadaşı olan oyuncak ayı Ted, konuşan canlı bir ayıcığa dönüşür! John artık yalnız değildir aksine çok mutludur ama atladığı ufak bir detay vardır: Herkes büyür! Artık 30'lu yaşlarının ortasında olan John ayı Ted ile bir ömür geçirmiş, aynı evi paylaşmıştır. Dahası Ted de insan hayatına uyum sağlamış, John'dan daha çapkın, daha edepsiz ama bir o kadar da şirin bir yaratık olmuştur. Tek bir sorun vardır, Ted John'u hiç kimseyle paylaşmak istemez; bir seneden fazladır sevgilisi olan Lori'yle bile. John ise kendi hayatına devam edebilmek için ted'den ayrılmak zorunda olduğunu hisseder",Komedi, Bilim-Kurgu,,
"Müzede Bir gece serisinin üçüncü halkasında, kahramanımız Larry New York’dan ayrılarak Londra’ya gider. Görevi varolan bir sihri sonsuza kadar yok olmaktan kurtarmaktır",Macera, Komedi, Bilim-Kurgu, Aile
"Eski bir dostuyla uzun bir aradan sonra Facebook aracılığıyla yeniden bir araya gelen bir muhasebecinin kendisini uluslarası casusluk dünyasının tam göbeğinde bulmasını konu alan film hem aksiyon meraklılarını hem de gülmek isteyenleri cezbedecek gibi görünüyor",Aksiyon, Komedi, Suç, Gizem
"Hiçbir işte dikiş tutturamayan zevzek ikili Jim Carrey ve Jeff Daniels, para dolu bir çantayı güzel sahibine ulaştırmak için macera dolu bir yolculuğa çıkarlar.Bu arada polisleri, haydutları ve yollarına çıkma gafletinde bulunan diğer şanssızları şaşkına çevirirler.Silinmiş ve alternatif sahneleri, detaylı yapım süreci yorumları ve fazladan dakikaları ile bu film tüm zamanların en budalaca muzipliklerini sunuyor", Komedi,,,
"Meksika merkezli bir erkek kardeşle olan karmaşık bağlantı hakkında bir hikaye, komşu ülkeler Amerika ve Meksika arasındaki ilişkinin bir metaforu olması gerekiyordu", Komedi, Dram,,
"Max, karısı Annie ve dört arkadaşı, Max’in ağabeyi Brooks’un hazırladığı bir gizemli cinayet partisine hazırdır. Brooks, oyunculara, Sessiz Sinema, bilgi yarışması ve ilginç bir gece vadeder. Dakikalar sonra silahlı eşkıyalar kapıyı kırıp, elini, ayağını bağlayıp onu sürükleyerek götürdükleri zaman, konuklar kavgadan çok etkilenir. Bunun bir tezgâh olduğuna zor inanırlar", Gizem, Komedi, Suç,
"Dedektif Carter ve Müfettiş Lee, bu sefer pek de alışkın olmadıkları bir yerde Paris sokaklarında suçluların peşinde yeni bir mücadele veriyorlar. Fakat ne diline ne de yaşam tarzına alışkın olmadıkları bu şehirde işleri o kadar da kolay olmayacaktır. Büyük çaplı bir suç örgütünü çökertmek için geldikleri Paris'te, aynı zamanda eski dostları Büyükelçi Han'ın kızı Soo Yung'u da kurtarmak istemektedirler. Ama bu sefer oldukça sıkı bir maceranın içine düşmüşlerdir",Aksiyon, Komedi, Suç,
"Babalar Savaşıyor, karısının iki çocuğuna en iyi üvey baba olmak için çabalayan ancak çocukların başıboş gerçek babalarının gelmesiyle çocukların sevgisi için rekabet etmek zorunda kalan iyi huylu bir radyo yöneticisinin karşılaştığı meseleleri konu alıyor", Komedi,,,
"Yıl M.Ö. 50. Çin İmparatoriçesi, kötü prens Deng Tsin Qin tarafında esir alınmıştır. İmparatoriçenin tek kızı Sass-Yi kaçmayı başarmış, sihirli iksir sayesinde insanüstü güçlere sahip olan Asteriks ve Oburiks’ten yardım istemeye gelmiştir. Karada ve denizde birbirinden tehlikeli pek çok maceraya atılan Sass-yi ve yeni arkadaşları imparatoriçeyi zamanında kurtarabilecek midir", Aile, Komedi, Macera,
"Kevin McCallister tekrardan karşımızda! Bu sefer New York şehrinde. Yeterli miktarda nakit para ve New York'u kendi oyun alanına çevirmesine sağlayacak kredi kartlarıyla birlikte. Fakat Kevin bu şekilde uzun süre tek başına kalamayacaktır. Kötü ruhlu haydutlar Harry ve Marv hala Kevin'in peşindedirler",Komedi, Aile, Macera,
"Dünya çapında çok izlenen Culpa Mía'nın devam filmi olan bu filmde Noah ile Nick arasındaki aşk, ebeveynlerinin onları ayırmak için gösterdiği tüm çabalara rağmen sarsılmadan devam etmektedir. Ama Nick'in işi ve Noah'nın üniversiteye başlaması, ilişkilerinin ve Leister ailesinin temellerini sarsacak yeni ilişkilere kapı aralar. Bu kadar insanın yıkmaya çalıştığı bir ilişki ayakta kalabilir mi", Romantik, Dram,,
"Noah yaşadığı şehri, sevgilisini ve arkadaşlarını geride bırakıp annesinin yeni kocasının malikânesine taşınmak zorunda kalır. Orada tanıştığı yeni üvey kardeşi Nick'le karakterleri uyuşmasa da aralarındaki çekim ile asi ve sancılı mizaçları ikilinin dünyasını altüst eder ve birbirlerine sırılsıklam âşık olmalarına neden olur", Romantik, Dram,,
"Elphaba ile Glinda, öğrenciyken tanışırlar. Muhteşem Oz Büyücüsü ile karşılaşmalarının ardından dostlukları ve hayatları çok farklı yollara sapar. Glinda’nın popülerliğe olan arzusu onu kışkırtır ve baştan çıkarırken, Elphaba’nın kendine sadık kalma kararlılığı, geleceği üzerinde şoke edici sonuçlar doğuracaktır. Oz’da yaşadıkları olağanüstü maceraları, sonunda “İyi Glinda” ve “Batı’nın Kötü Cadısı” olarak yazgılarını tamamlamalarını sağlar", Dram, Romantik, Bilim-Kurgu,
"Yüklü ama inatçı bir dansçı olan Dallas, ülkenin en iyi dans okuluna, yani rahmetli annesinin mezun olduğu okula girmeye kararlıdır. Ancak bu hayali, arsız ama gizliden gizliye kederli futbol yıldızı Drayton'ın kendine özgü bir hikâyeyle hayatına girmesiyle aniden rayından çıkar. İkisi birlikte hayallerine doğru büyüyebilecekler mi, yoksa hayalleri bir kenara mı itilecek", Komedi, Romantik,,
"Babasının ölümünden sonra Eric Zimmerman, şirketinin şubelerini denetlemek için İspanya'ya gider. Madrid'de Judith'e aşık olur ve keşiflerle dolu yoğun, erotik bir ilişkiye başlarlar. Ancak Eric, sırrının ilişkilerini sona erdirebileceğinden korkar", Romantik, Dram,,
"Almut, yakın zamanda boşanmış olan Tobias'la tesadüfen karşılaşmasıyla hayatının sonsuza kadar değiştiğini fark eder. Ancak birbirlerine aşık olduktan, bir ev inşa ettikten ve bir aile kurduktan sonra zor bir gerçek ortaya çıkar", Romantik, Dram,,
"Hırslı ve başarılı bir avukat olan Kumru ve tutkusunun peşinden giderek müzisyen olan Fatih’in hayatları beklenmedik bir şekilde kesişir. Kumru’nun üstlendiği yüksek profilli boşanma davası, onu tekrar İzmir’e getirir. Boşanma davasının karmaşık bir hal almasıyla zıt karakterlere sahip ikili İzmir sokaklarında bir koşuşturmaya başlar",Romantik, Dram, Komedi,
"Genç bir kız olan Raquel, gönlünü yakışıklı komşusu Ares'e kaptırır. Çocukluğundan beri hissettiği duygularını kimseyle paylaşmayan Raquel, henüz Ares ile konuşmamıştır. Utangaç bir genç olan Raquel, Ares'i sadece gizlice izlemekle yetinir. Ancak artık Ares'i kendisine aşık etmeye karar verir ve harekete geçer", Romantik, Dram, Komedi,
"Tessa Young on sekiz yaşında bir üniversite öğrencisidir; basit bir hayatı, mükemmel notları ve dünya tatlısı bir erkek arkadaşı vardır. Genç kız bütün hayatını gelecek planları üzerine kurmuştur; ta ki dövmeli ve pirsingli, serseri Hardin’le tanışıp bu planları altüst olana kadar", Romantik, Dram,,
"Yaşadığı sakatlığın sonrasında tenisi bırakmak zorunda kalan Tashi, kendisini bir aşk üçgeninin içerisinde bulur", Romantik, Dram,,
"Sararmış bir not defterinden anlatılan ve yıllar önceden kopup gelen bir aşk hikayesi. 40'lı yıllarda ABD, Kuzey Karolayna'daki sahil kasabası Seabrook'a genç bir kız gelir. Ailesiyle geçireceği sakin bir yazı hayal eden Allie bir karnavalda tanıştığı Noah'la yakınlaşır. Noah kızı gördüğü anda hayatını birleştirmesi gereken insan olduğunu anlar.Genç kız zengin bir aileden geldiği ve delikanlı da değirmende çalışan bir işçi olduğu halde geleceği hiç düşünmeden rüya gibi bir yaz geçirirler ve iyice aşık olurlar. II. Dünya Savaşı'nın kızıştığı bir dönemde hayat, aşıkları ayırıverir. Sevdiği kızı aklından hiç çıkarmamış olan Noah savaştan döner. Oysa Allie gönüllü olarak çalıştığı bir askeri hastanede tanıştığı Lon ile evlenmek üzeredir", Romantik, Dram,,
"Film, konusunu “Güzel ve Çirkin” masalından almaktadır. Tüccar Maurice (Kevin Kline), Fransa'daki bir kasabada, küçük bir evde Belle (Emma Watson) isimli kızıyla yaşamaktadır. Belle iyi niyetli, zeki ve kitaplara meraklıdır. Tüm kasaba Belle'e hayrandır ama Belle evlilik düşünmez. Kasabanın kendini beğenmiş yakışıklısı Gaston (Luke Evans) sürekli Belle'in peşindedir ama Belle ona da yüz vermez. Maurice bir yolculuktan dönerken kurtların saldırısı yüzünden büyük bir şatoya sığınır. Kimseciklerin olmadığı bu şatoda dinlenir ve bahçedeki güllerden birini Belle’e götürmek için koparır. Bu güller, kötü bir büyü yüzünden canavara dönüşen Beast (Çirkin)'e (Dan Stevens) aittir ve tüccarın yaptığına öfkelenerek onu bir zindana kapatır. Babasını kurtarmak için Belle kendini feda ederek Beast'in esiri olmayı kabul eder. Bu büyü, tüm hizmetkarları eşyaya dönüştürmüştür ve bu şatodaki kötü sihri sadece gerçek aşk bozabilir",Aile, Bilim-Kurgu, Romantik,
"Sevgililerinin kardeş olduğunu öğrenen iki kırgın eski sevgili, Noel’i aynı çatı altında geçirmek ve geçmişlerini gizlemek zorunda kalır", Romantik, Komedi, Dram,
"Tüm zamanların en mükemmel animasyonlarından biri olan Film, ayaklarınızı yerden kesecek! Kendini esrarengiz bir yaratığa dönüşen prensin şatosunda bulan Belle’in maceralarına göz atın. Belle hayatının en önemli dersini alacak ve asıl güzelliğin insanın içinde olduğunu keşfedecek. Dijital oarak yeniden düzenlenmiş versiyonu herzamankinden daha sihirli! Misafirimiz olun ve müziğin ve sıcacık karakterlerin sizleri hiç olmadığı kadar büyülemesine izin verin", Romantik, Aile, Animasyon, Bilim-Kurgu
"Bella ve Edward evlenirler fakat balayları Bella’nın hamile olduğunu farketmesiyle yarıda kesilir. Edward, Bella’nın hayatını kurtarmak için ne yapması gerektiğini biliyordur ve bu kararı vermesi gerekecektir. Bu bölümde Bella ve Edward, tüm sevdikleri, düğünleri, balayları ve bebeklerinin doğumunun getirdiği zincirleme sonuçlarla yüzleşmek durumunda kalırlar", Macera, Bilim-Kurgu, Romantik,
"Hayatlarında yön bulmaya çalışan iki tutkulu insan Sebastian ve Mia'nın yolları, Los Angeles'ta trafiğin sıkışık olduğu bir gün kesişir. Her ikisi de sanat tutkunu olan bu iki insan, hayallerini gerçekleştirme yolunda düşe kalka ilerlemektedir. Sebastian Wilder geleneksel jazzın kolonlardan yükseldiği bir kulüp açma hayalinde, Mia Dolan ise kafesinde çalıştığı film platosunda kendine uygun tüm oyunculuk seçmelerine katılarak bir rol kapma telaşındadır. Bu iki insanın kalpleri birbiri için atmaya başladığında ortaya çıkan manzarayı hayat şartları bozacak, onları yavaş yavaş hayallerinden uzaklaştırmaya başlayacaktır", Komedi, Dram, Romantik,
"Farklı dünyalara ait olan iki gencin öyküsü. İlk büyük aşklarını keşfetmelerini sağlayacak olan çılgınca bir yolculukta neredeyse imkansız olan bir yandan da kaçınılmaz ve beklenmeyen bir aşk... Babi yani Maria Valverde iyi niyetli ve masum bir yapıda eğitilmiş üst gelir sınıfına ait bir genç kızdır. Hache yani Mario Casas ise karakter olarak isyankar, fevri, bilinçsiz bir erkek çocuğudur ve sonu bitmeyen kavgalar ve yasadışı motosiklet yarışları arasında devamlı hayatını tehlikeye atma iştahı ile dolu, sınırları zorlayan bir modeldir", Romantik, Dram,,
"Annesinin ölümünün ardından babası başka bir kadınla evlenen Ella, iyi niyetle üvey annesine ve onun iki kızına elinden geldiğince yardım etmektedir. Ancak tüccar babasının beklenmedik ve erken ölümü, onu hizmetçiliğe ve hiç istemediği bir hayata sürükler. Günün birinde ormanda karşılaştığı ve sarayda bir çırak zannettiği, ancak prens olduğundan habersiz olduğu yakışıklı genç ise onun kalbini çalacak ve yeniden umutla dolmasını sağlayacaktır", Romantik, Bilim-Kurgu, Aile, Dram
"Angel, çocukken fuhuşa zorlanan genç bir kadındır. Yıllarca süren şiddet, kendinden nefret etme ve hor görmenin ardından onun hayatı Michael Hoşea ile tanışmasıyla bambaşka bir hal alır. Aşk onun yaralarını iyileştirmesine yardımcı olacaktır", Romantik, Dram,,
"İdare etmesi zor ve sizi ciddiye almayan bir film yıldızının asistanı olmaktan daha kötü ne mi olabilir? Kendisinin annenize âşık olduğunu öğrenmek",Romantik, Komedi,,
